5166.25,1446.23,16474.27,1.04942806170637,0.13461281721242832
5152.38,1456.67,16489.59,1.0520778537611783,0.13494925074860228
5251.65,1478.9,16829.96,1.054629824931449,0.13527311993271796
5263.97,1475.62,17238.67,1.0470107842110774,0.13429585626657228
5231.33,1480.88,17359.66,1.0501995379122033,0.13472214512747466
5249.15,1492.92,17552.26,1.0614584439019212,0.1361542385713085
5299.54,1495.84,17449.5,1.0672358591248665,0.1369076057528083
5320.06,1509.98,17586.16,1.065984436627225,0.13674005369976078
5357.19,1510.49,17834.78,1.0679196924391285,0.13697424388368223
5314.95,1493.74,17440.83,1.0822510822510822,0.13881064595478573
5294.76,1481.96,17710.07,1.0820168794633196,0.13877882687076837
5316.51,1495.57,17758.51,1.0720411663807892,0.1375028751851201
5238.02,1480.19,17920.86,1.067463706233988,0.13692278270340144
5237.95,1464.29,17659.69,1.0712372790573113,0.13740857863741804
5212.83,1474.47,17375.34,1.0658708164570454,0.13670618926444764
